mssv,ho_ten,ngay_sinh,khoa,nganh,tin_chi_tich_luy,tin_chi_yeu_cau,gpa_tich_luy,xep_loai_hoc_luc,diem_ren_luyen,chuandau_ngoai_ngu,chuandau_tin_hoc,chung_chi_gdqp_gddt,no_hoc_phi,ky_luat,ket_qua_xet_tot_nghiep,ly_do_chi_tiet
201A000649,Vo Hoang Quan,2002-05-31,Ky thuat Cong nghe,Cong nghe Ky thuat O to,129,135,2.0,Trung binh,52,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy | Chua dat chuan dau ra Tin hoc
201A000650,Do Khanh Quan,2002-01-28,Truyen thong,Quan he Cong chuong,126,126,2.08,Trung binh,79,Dat,Chua dat,Dat,0,1,Khong du dieu kien,Chua dat chuan dau ra Tin hoc | Dang trong thoi gian ky luat cap Truong
201A000651,Tran Quoc Vy,2002-07-22,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.05,Trung binh,94,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000652,Hoang Kim Nam,2002-12-14,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.3,Trung binh,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000653,Huynh Hoang Dung,2002-05-06,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.49,Trung binh,91,Chua dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Chua dat chuan dau ra Tin hoc
201A000654,Ly Quoc Hang,2002-08-05,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.07,Trung binh,56,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000655,Bui Gia Vy,2002-12-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.31,Trung binh,59,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000656,Dinh Duc Quang,2002-06-15,Truyen thong,Quan he Cong chuong,126,126,3.58,Gioi,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000657,Cao Khanh Yen,2002-08-31,Ngoai ngu,Ngon ngu Nhat,125,125,3.6,Xuat sac,78,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000658,Phan Nhat Yen,2002-05-21,Kinh te,Quan tri Kinh doanh,122,128,2.06,Trung binh,98,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000659,Dinh Minh Dung,2002-09-05,Ngoai ngu,Ngon ngu Nhat,125,125,2.02,Trung binh,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000660,Ly Tan Quan,2002-12-07,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.41,Trung binh,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000661,Le Tuyet Khoa,2002-10-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.12,Trung binh,69,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000662,Hoang Gia Khoa,2002-10-05,Truyen thong,Truyen thong Da phuong tien,126,126,1.94,Yeu,66,Dat,Chua dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Chua dat chuan dau ra Tin hoc
201A000663,Trinh Van An,2002-12-22,Kinh te,Quan tri Kinh doanh,128,128,2.89,Kha,83,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000664,Vu Truc Bich,2002-05-09,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.69,Xuat sac,67,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000665,Trinh Phuong Giang,2002-05-21,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.8,Kha,98,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000666,Bui Viet Nam,2002-08-17,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,2.69,Kha,91,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000667,Trinh Minh Nam,2002-04-18,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.45,Trung binh,80,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000668,Vo Phuong Phong,2002-06-11,Kinh te,Marketing,117,128,3.83,Xuat sac,76,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy
201A000669,Vo Thi Thao,2002-10-04,Du lich,Quan tri Khach san,114,124,2.14,Trung binh,75,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy
201A000670,Do Minh Thinh,2002-07-03,Truyen thong,Quan he Cong chuong,126,126,3.32,Gioi,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000671,Ly Viet Hang,2002-11-06,Kinh te,Ke toan,128,128,2.48,Trung binh,53,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000672,Vo Viet Cuong,2002-03-16,Ngoai ngu,Ngon ngu Nhat,125,125,2.53,Kha,90,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000673,Pham Gia Nam,2002-09-26,Du lich,Quan tri Khach san,124,124,3.18,Kha,66,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000674,Le Viet An,2002-08-28,Cong nghe Thong tin,An toan Thong tin,132,132,2.02,Trung binh,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000675,Bui Viet Vy,2002-01-24,Du lich,Quan tri Khach san,124,124,2.45,Trung binh,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000676,Cao Kim Yen,2002-06-19,Truyen thong,Truyen thong Da phuong tien,126,126,3.37,Gioi,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000677,Truong Duc Nhi,2002-07-23,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,2.93,Kha,55,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000678,Bui Gia Thinh,2002-05-10,Kinh te,Quan tri Kinh doanh,128,128,2.39,Trung binh,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000679,Tran Ngoc Linh,2002-09-18,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.3,Gioi,82,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000680,Ngo Duc Dung,2002-07-20,Kinh te,Ke toan,128,128,3.48,Gioi,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000681,Dinh Gia Cuong,2002-07-05,Du lich,Quan tri Dich vu Du lich,115,124,2.36,Trung binh,75,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy
201A000682,Duong Phuong Giang,2002-05-23,Truyen thong,Quan he Cong chuong,126,126,2.36,Trung binh,78,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000683,Nguyen Minh Em,2002-09-18,Kinh te,Marketing,128,128,2.9,Kha,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000684,Mai Nhat Phong,2002-02-16,Truyen thong,Quan he Cong chuong,126,126,2.23,Trung binh,89,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000685,Pham Minh Vy,2002-10-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.42,Gioi,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000686,Dinh Hoang Dung,2002-05-21,Kinh te,Tai chinh Ngan hang,128,128,3.74,Xuat sac,92,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000687,Vu Quoc Hang,2002-09-29,Cong nghe Thong tin,An toan Thong tin,132,132,2.86,Kha,83,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000688,Bui Thi Thinh,2002-12-02,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.47,Trung binh,82,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000689,Huynh Nhat Nhi,2002-09-17,Kinh te,Luat Kinh te,128,128,3.46,Gioi,98,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000690,Vu Nhat Khoa,2002-09-07,Truyen thong,Quan he Cong chuong,126,126,2.97,Kha,69,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000691,Hoang Viet Phong,2002-01-28,Du lich,Quan tri Dich vu Du lich,124,124,3.38,Gioi,71,Dat,Chua dat,Chua dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc | Thieu chung chi GDQP-AN/GDDT
201A000692,Huynh Ngoc Dung,2002-11-22,Ngoai ngu,Ngon ngu Nhat,125,125,2.79,Kha,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000693,Phan Tan Thinh,2002-02-09,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.17,Trung binh,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000694,Ly Gia Thinh,2002-04-25,Kinh te,Ke toan,128,128,3.85,Xuat sac,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000695,Phan Khanh Bich,2002-06-02,Ky thuat Cong nghe,Cong nghe Ky thuat O to,132,135,1.93,Yeu,92,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy | GPA tich luy duoi 2.00 (Yeu)
201A000696,Le Gia Quang,2002-10-23,Du lich,Quan tri Khach san,124,124,2.64,Kha,69,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000697,Pham Gia Thinh,2002-08-13,Cong nghe Thong tin,Khoa hoc Du lieu,132,132,3.42,Gioi,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000698,Mai Hoang Thinh,2002-04-13,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.99,Kha,79,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000699,Hoang Nhat Quang,2002-09-19,Kinh te,Quan tri Kinh doanh,128,128,2.68,Kha,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000700,Hoang Thanh Bich,2002-07-24,Ngoai ngu,Ngon ngu Anh,119,125,2.76,Kha,63,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
201A000701,Bui Van Bich,2002-06-26,Kinh te,Marketing,128,128,2.25,Trung binh,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000702,Cao Truc Yen,2002-07-24,Ngoai ngu,Ngon ngu Nhat,125,125,3.19,Kha,76,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000703,Ngo Tuyet Lam,2002-03-27,Kinh te,Quan tri Kinh doanh,128,128,2.01,Trung binh,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000704,Cao Huu Phong,2002-07-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.77,Xuat sac,64,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000705,Tran Hoang Quang,2002-01-30,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.1,Kha,97,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000706,Duong Khanh Quang,2002-11-02,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.0,Kha,57,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000707,Ngo Tuyet Linh,2002-07-19,Kinh te,Ke toan,128,128,2.39,Trung binh,53,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000708,Pham Truc Khoa,2002-06-23,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,3.49,Gioi,52,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000709,Dinh Huu Khoa,2002-06-24,Truyen thong,Quan he Cong chuong,125,126,2.78,Kha,83,Dat,Dat,Dat,1,0,Khong du dieu kien,Thieu 1 tin chi tich luy | Con no hoc phi / Chi phi thuat
201A000710,Truong Van Giang,2002-03-17,Cong nghe Thong tin,An toan Thong tin,132,132,2.73,Kha,89,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000711,Vo Van An,2002-01-16,Kinh te,Luat Kinh te,128,128,2.57,Kha,76,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000712,Vo Tan Giang,2002-08-29,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.81,Kha,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000713,Truong Quoc Thinh,2002-07-15,Truyen thong,Quan he Cong chuong,126,126,2.61,Kha,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000714,Vu Thanh Hang,2002-07-05,Kinh te,Marketing,128,128,2.17,Trung binh,72,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000715,Huynh Minh Lam,2002-01-14,Cong nghe Thong tin,Cong nghe Thong tin,128,132,3.18,Kha,61,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy
201A000716,Vo Thanh Em,2002-10-15,Kinh te,Quan tri Kinh doanh,128,128,3.38,Gioi,81,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000717,Truong Truc Thinh,2002-06-16,Ngoai ngu,Ngon ngu Nhat,125,125,3.43,Gioi,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000718,Cao Tan Thao,2002-09-10,Ngoai ngu,Ngon ngu Nhat,125,125,2.95,Kha,85,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000719,Vo Hoang Thinh,2002-01-14,Kinh te,Luat Kinh te,128,128,3.09,Kha,66,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000720,Huynh Duc Yen,2002-09-18,Ngoai ngu,Ngon ngu Nhat,125,125,3.0,Kha,84,Dat,Dat,Chua dat,1,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT | Con no hoc phi / Chi phi thuat
201A000721,Trinh Kim Mai,2002-04-13,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.56,Gioi,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000722,Hoang Huu Bich,2002-06-15,Ngoai ngu,Ngon ngu Nhat,125,125,3.95,Xuat sac,83,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000723,Truong Minh Thao,2002-04-09,Du lich,Quan tri Dich vu Du lich,124,124,2.69,Kha,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000724,Ly Tuyet Hang,2002-03-28,Kinh te,Marketing,128,128,3.69,Xuat sac,93,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000725,Mai Khanh Nam,2002-11-09,Ngoai ngu,Ngon ngu Nhat,114,125,3.86,Xuat sac,90,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 11 tin chi tich luy
201A000726,Vu Duc Mai,2002-09-24,Du lich,Quan tri Khach san,124,124,3.5,Gioi,69,Chua dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Chua dat chuan dau ra Tin hoc
201A000727,Duong Gia Linh,2002-07-21,Du lich,Quan tri Dich vu Du lich,117,124,2.52,Kha,64,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000728,Nguyen Thi Khoa,2002-12-28,Truyen thong,Truyen thong Da phuong tien,126,126,2.01,Trung binh,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000729,Mai Phuong Lam,2002-02-20,Kinh te,Logistics va Quan ly Chuoi cung ung,124,128,3.3,Gioi,53,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy
201A000730,Bui Hoang Cuong,2002-11-04,Du lich,Quan tri Khach san,121,124,3.41,Gioi,95,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000731,Ngo Ngoc Mai,2002-08-15,Cong nghe Thong tin,Ky thuat Phan mem,128,132,3.27,Gioi,89,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy
201A000732,Bui Ngoc Em,2002-06-24,Kinh te,Luat Kinh te,128,128,3.36,Gioi,94,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000733,Vu Kim Dung,2002-02-09,Kinh te,Marketing,119,128,2.94,Kha,83,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000734,Trinh Minh Vy,2002-02-11,Du lich,Quan tri Khach san,124,124,2.67,Kha,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000735,Ngo Truc Giang,2002-09-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.05,Trung binh,85,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000736,Duong Thanh Quan,2002-10-01,Ngoai ngu,Ngon ngu Nhat,125,125,3.24,Gioi,75,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000737,Cao Viet Thinh,2002-08-02,Truyen thong,Quan he Cong chuong,116,126,3.04,Kha,98,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000738,Do Phuong Nhi,2002-06-10,Ngoai ngu,Ngon ngu Trung Quoc,118,125,3.17,Kha,91,Dat,Dat,Dat,1,0,Khong du dieu kien,Thieu 7 tin chi tich luy | Con no hoc phi / Chi phi thuat
201A000739,Phan Duc An,2002-03-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.75,Xuat sac,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000740,Truong Truc Bich,2002-10-01,Du lich,Quan tri Khach san,116,124,1.98,Yeu,50,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy | GPA tich luy duoi 2.00 (Yeu)
201A000741,Bui Nhat Thao,2002-01-18,Du lich,Quan tri Khach san,124,124,1.97,Yeu,58,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000742,Dang Van Quan,2002-06-26,Ngoai ngu,Ngon ngu Nhat,125,125,1.88,Yeu,97,Dat,Dat,Dat,1,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Con no hoc phi / Chi phi thuat
201A000743,Truong Tan Vy,2002-10-03,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.73,Kha,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000744,Ngo Nhat Quang,2002-08-09,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.59,Gioi,86,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000745,Do Ngoc Quang,2002-05-06,Ngoai ngu,Ngon ngu Nhat,125,125,3.42,Gioi,93,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000746,Tran Hoang Khoa,2002-08-12,Kinh te,Marketing,117,128,2.13,Trung binh,92,Dat,Dat,Dat,1,0,Khong du dieu kien,Thieu 11 tin chi tich luy | Con no hoc phi / Chi phi thuat
201A000747,Ly Hoang Phong,2002-05-29,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,3.82,Xuat sac,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000748,Phan Minh An,2002-01-24,Ngoai ngu,Ngon ngu Anh,125,125,3.75,Xuat sac,58,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000749,Ngo Hoang Phong,2002-10-28,Kinh te,Luat Kinh te,128,128,2.48,Trung binh,61,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000750,Mai Ngoc Lam,2002-01-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.81,Kha,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000751,Cao Nhat Dung,2002-04-09,Truyen thong,Quan he Cong chuong,126,126,2.73,Kha,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000752,Bui Nhat Quan,2002-09-23,Du lich,Quan tri Dich vu Du lich,124,124,3.73,Xuat sac,85,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000753,Truong Duc Vy,2002-12-27,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.28,Trung binh,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000754,Cao Viet Thao,2002-03-01,Truyen thong,Quan he Cong chuong,126,126,2.15,Trung binh,70,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000755,Vu Gia An,2002-12-08,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.34,Trung binh,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000756,Huynh Huu Lam,2002-08-09,Cong nghe Thong tin,Cong nghe Thong tin,132,132,2.17,Trung binh,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000757,Bui Phuong Yen,2002-01-21,Cong nghe Thong tin,Cong nghe Thong tin,123,132,2.03,Trung binh,82,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 9 tin chi tich luy
201A000758,Pham Van Thinh,2002-02-01,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.49,Gioi,82,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000759,Duong Thi Thao,2002-02-08,Du lich,Quan tri Khach san,114,124,2.05,Trung binh,67,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 10 tin chi tich luy
201A000760,Ngo Tan Dung,2002-04-17,Truyen thong,Quan he Cong chuong,126,126,2.84,Kha,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000761,Vu Nhat Hang,2002-04-04,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.48,Trung binh,69,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000762,Vo Tan Phong,2002-03-30,Kinh te,Quan tri Kinh doanh,128,128,2.59,Kha,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000763,Nguyen Minh Khoa,2002-11-16,Ngoai ngu,Ngon ngu Nhat,118,125,2.74,Kha,52,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000764,Bui Ngoc Mai,2002-03-13,Truyen thong,Quan he Cong chuong,126,126,2.92,Kha,82,Chua dat,Chua dat,Chua dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Chua dat chuan dau ra Tin hoc | Thieu chung chi GDQP-AN/GDDT
201A000765,Pham Duc Vy,2002-02-21,Cong nghe Thong tin,Ky thuat Phan mem,128,132,3.47,Gioi,82,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy
201A000766,Phan Van Vy,2002-03-10,Du lich,Quan tri Dich vu Du lich,124,124,3.17,Kha,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000767,Dang Gia Cuong,2002-02-03,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.61,Xuat sac,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000768,Dang Gia Cuong,2002-06-28,Du lich,Quan tri Khach san,124,124,2.53,Kha,54,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000769,Ly Tan Cuong,2002-08-30,Ngoai ngu,Ngon ngu Anh,125,125,2.99,Kha,76,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000770,Duong Kim Mai,2002-05-30,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.9,Xuat sac,98,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000771,Mai Tuyet Cuong,2002-10-13,Kinh te,Tai chinh Ngan hang,128,128,3.75,Xuat sac,82,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000772,Le Quoc Yen,2002-11-18,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.56,Gioi,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000773,Dang Viet Bich,2002-03-20,Truyen thong,Quan he Cong chuong,126,126,2.82,Kha,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000774,Ly Quoc Quan,2002-04-29,Truyen thong,Truyen thong Da phuong tien,126,126,3.06,Kha,50,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000775,Cao Khanh Quang,2002-12-25,Ngoai ngu,Ngon ngu Anh,125,125,2.1,Trung binh,72,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000776,Phan Huu Yen,2002-11-18,Kinh te,Ke toan,128,128,3.71,Xuat sac,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000777,Le Tan Nam,2002-05-28,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.18,Kha,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000778,Ly Quoc Giang,2002-12-17,Ngoai ngu,Ngon ngu Nhat,119,125,2.76,Kha,73,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
