mssv,ho_ten,ngay_sinh,khoa,nganh,nam_hoc,hoc_ky,gpa_hoc_ky,diem_ren_luyen,loai_hoc_bong_dang_ky,hoan_canh_kho_khan,vipham_ky_luat,no_hoc_phi,ket_qua_xet_hoc_bong,ly_do_truot_hoac_xep_loai
211A000577,Le Viet Cuong,2003-07-17,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.96,55,Hoc bong Dong hanh Vuot kho,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000578,Dinh Phuong Khoa,2003-04-26,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,3.58,78,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000579,Huynh Viet Phong,2003-05-12,Kinh te,Marketing,2025-2026,Hoc ky 1,2.61,69,Hoc bong Dong hanh Vuot kho,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000580,Duong Minh Quang,2003-03-30,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.39,84,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000581,Nguyen Thanh Thinh,2003-09-21,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.66,76,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000582,Le Huu Cuong,2003-06-27,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.96,67,Hoc bong Tai nang VHU,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000583,Le Gia Linh,2003-05-25,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.83,57,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000584,Phan Viet Khoa,2003-12-28,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.46,88,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000585,Mai Ngoc Cuong,2003-06-20,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.97,90,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000586,Phan Ngoc Nam,2003-07-29,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.51,69,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000587,Do Duc Khoa,2003-09-27,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.39,80,Hoc bong Khuyen khich Hoc tap,1,0,0,Dat,Dat HB KKHT Loai Gioi
211A000588,Ly Truc Mai,2003-09-09,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.98,97,Hoc bong Tai nang VHU,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000589,Vu Hoang Em,2003-09-04,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,3.66,94,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000590,Le Duc Khoa,2003-03-26,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.28,76,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000591,Dinh Thi Yen,2003-06-24,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.6,80,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000592,Dinh Tan Phong,2003-03-09,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.25,63,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000593,Huynh Khanh Quan,2003-05-19,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.31,61,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000594,Vo Tan Hang,2003-05-24,Kinh te,Luat Kinh te,2025-2026,Hoc ky 2,2.4,79,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000595,Nguyen Truc Quang,2003-04-15,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,3.93,56,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000596,Vo Kim Dung,2003-07-09,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 1,2.73,75,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000597,Duong Khanh Bich,2003-04-01,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.1,75,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000598,Do Hoang Yen,2003-12-24,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.18,69,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000599,Mai Khanh Vy,2003-10-05,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.04,82,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000600,Truong Gia Hang,2003-10-15,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.42,96,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000601,Ly Quoc Nhi,2003-01-30,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,3.93,77,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000602,Vu Nhat Lam,2003-01-01,Kinh te,Ke toan,2025-2026,Hoc ky 2,2.68,97,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000603,Truong Duc Linh,2003-08-16,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,2.89,78,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000604,Truong Gia Quang,2003-12-22,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,2.82,83,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000605,Huynh Hoang Giang,2003-08-31,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.32,70,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000606,Ly Thi Nam,2003-09-09,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,2.13,78,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000607,Le Huu Hang,2003-07-19,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.12,64,Hoc bong Khuyen khich Hoc tap,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000608,Tran Tuyet Yen,2003-08-08,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.71,64,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000609,Vu Thi Phong,2003-05-28,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.02,84,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000610,Vu Phuong Quan,2003-04-03,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.21,88,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000611,Dinh Gia Em,2003-05-11,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.55,83,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000612,Pham Khanh Cuong,2003-06-09,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,3.1,65,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000613,Tran Kim Giang,2003-03-05,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.31,66,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000614,Ngo Viet Hang,2003-07-12,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.35,63,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000615,Tran Truc Khoa,2003-04-19,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.42,80,Hoc bong Tai nang VHU,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000616,Duong Duc Nhi,2003-01-19,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.66,67,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000617,Le Duc Hang,2003-11-18,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.28,67,Hoc bong Tai nang VHU,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000618,Mai Viet Hang,2003-04-07,Kinh te,Ke toan,2025-2026,Hoc ky 1,3.28,73,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000619,Huynh Tan Mai,2003-12-06,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,3.81,70,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000620,Truong Tuyet Nhi,2003-02-14,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.47,89,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000621,Ly Huu Lam,2003-07-25,Kinh te,Ke toan,2025-2026,Hoc ky 2,2.5,64,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000622,Ly Minh Em,2003-12-02,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.85,80,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000623,Duong Khanh Lam,2003-07-08,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,3.69,74,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000624,Bui Huu Bich,2003-12-29,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,2.62,81,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000625,Mai Viet Hang,2003-09-14,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.35,68,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000626,Vu Khanh Nhi,2003-01-25,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 2,2.54,66,Hoc bong Tai nang VHU,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000627,Phan Khanh Dung,2003-08-17,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.37,60,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000628,Trinh Viet Hang,2003-11-13,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.54,74,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000629,Ly Viet Cuong,2003-06-24,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,2.13,97,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,GPA hoac DRL khong dat muc toi thieu cho HB Trai tim Hung Hau
211A000630,Cao Nhat Nam,2003-06-14,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.25,99,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000631,Ly Ngoc Em,2003-05-03,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.53,96,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000632,Trinh Tan Phong,2003-08-12,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 2,3.76,73,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000633,Trinh Viet Khoa,2003-08-15,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,2.18,89,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000634,Le Van Nhi,2003-08-17,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,3.85,69,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000635,Mai Phuong Phong,2003-06-13,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.38,60,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000636,Pham Khanh Bich,2003-05-28,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.77,57,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000637,Dinh Minh Lam,2003-08-20,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.31,66,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000638,Pham Nhat Nhi,2003-02-17,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,2.83,68,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000639,Duong Duc Quang,2003-02-21,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 2,3.73,81,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000640,Do Thanh Dung,2003-12-13,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.78,70,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000641,Duong Thi Vy,2003-10-12,Kinh te,Marketing,2025-2026,Hoc ky 1,2.21,99,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000642,Mai Kim An,2003-07-05,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.07,96,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000643,Vu Truc Lam,2003-04-06,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.44,74,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000644,Mai Thanh Linh,2003-02-28,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.35,83,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000645,Vu Quoc Thinh,2003-05-13,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,3.02,93,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000646,Dang Quoc Phong,2003-07-26,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.22,80,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000647,Mai Tuyet Lam,2003-10-18,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.4,82,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000648,Dang Thi Linh,2003-07-25,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.88,94,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000649,Dinh Tan Lam,2003-12-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.41,94,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000650,Vo Duc Nhi,2003-05-26,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.48,89,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000651,Mai Kim Thinh,2003-09-15,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,3.09,59,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000652,Do Gia Thinh,2003-10-28,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 1,3.12,83,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000653,Vo Viet Cuong,2003-06-04,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.32,84,Hoc bong Trai tim Hung Hau,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000654,Truong Viet Mai,2003-01-18,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.1,78,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000655,Cao Minh Nam,2003-12-18,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.06,65,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000656,Ly Phuong Quan,2003-05-25,Kinh te,Marketing,2025-2026,Hoc ky 1,2.18,71,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000657,Vo Thi Nam,2003-11-12,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,3.79,89,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000658,Ly Duc Quang,2003-06-27,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 1,3.4,94,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000659,Hoang Thi Quan,2003-12-20,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.01,60,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000660,Dinh Gia Yen,2003-06-20,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,3.59,84,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000661,Trinh Viet Hang,2003-04-25,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,3.47,70,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000662,Ly Ngoc Linh,2003-06-16,Kinh te,Marketing,2025-2026,Hoc ky 2,3.22,56,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000663,Tran Kim Hang,2003-11-08,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,3.11,76,Hoc bong Trai tim Hung Hau,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000664,Pham Quoc Giang,2003-05-11,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.64,98,Hoc bong Tai nang VHU,1,0,0,Dat,Dat HB Tai nang VHU
211A000665,Mai Duc Em,2003-10-09,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.67,88,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000666,Phan Gia An,2003-10-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.87,80,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000667,Truong Thi Bich,2003-08-09,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.87,57,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000668,Do Tan Linh,2003-06-23,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.53,90,Hoc bong Khuyen khich Hoc tap,1,0,0,Dat,Dat HB KKHT Loai Gioi
211A000669,Le Quoc Khoa,2003-10-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.11,79,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000670,Dinh Thanh Thinh,2003-09-10,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.25,86,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000671,Truong Ngoc Dung,2003-10-26,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.25,56,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000672,Do Thi Phong,2003-03-07,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.83,93,Hoc bong Trai tim Hung Hau,0,1,1,Khong dat,Vi pham ky luat trong hoc ky
211A000673,Huynh Duc Thinh,2003-08-26,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,2.65,79,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000674,Nguyen Hoang Khoa,2003-04-30,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,2.92,68,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000675,Le Van An,2003-09-19,Kinh te,Luat Kinh te,2025-2026,Hoc ky 1,3.13,98,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000676,Pham Huu Khoa,2003-01-21,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,2.9,66,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000677,Ngo Duc Quang,2003-07-23,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,2.26,99,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000678,Vo Truc Nhi,2003-02-04,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,3.86,77,Hoc bong Khuyen khich Hoc tap,1,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000679,Bui Quoc Dung,2003-10-28,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.48,63,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000680,Truong Tan Dung,2003-05-11,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,2.75,74,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000681,Truong Kim Nhi,2003-12-22,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,3.37,60,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000682,Dinh Hoang Nam,2003-11-11,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.16,80,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000683,Bui Truc Thao,2003-03-31,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.33,84,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000684,Tran Phuong Phong,2003-11-02,Kinh te,Marketing,2025-2026,Hoc ky 1,2.19,97,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000685,Pham Quoc Thinh,2003-02-14,Kinh te,Marketing,2025-2026,Hoc ky 1,3.0,97,Hoc bong Tai nang VHU,1,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000686,Trinh Gia Bich,2003-09-08,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.37,63,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000687,Dang Kim Linh,2003-07-29,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,2.77,80,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000688,Cao Khanh Quang,2003-11-28,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,2.23,73,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000689,Dinh Tuyet Mai,2003-02-05,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 1,3.06,67,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000690,Trinh Thanh Em,2003-08-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.02,67,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000691,Ngo Kim Nhi,2003-07-16,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.83,69,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000692,Dang Tan Nam,2003-03-22,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,2.93,80,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
